,cities,lines,oceans
1373,"Netcong, NJ",False,
1374,"Easley, SC",False,
1375,"Clemson, SC",False,
1376,"Central, SC",False,
1377,"Liberty, SC",False,
1378,"Pickens, SC",False,
1379,"Waukesha, WI",False,
1380,"New Berlin, WI",False,
1381,"Menomonee Falls, WI",False,
1382,"Brookfield, WI",False,
1383,"Muskego, WI",False,
1384,"Genesee, WI",False,
1385,"Hartland, WI",False,
1386,"Elm Grove, WI",True,3741 Great Lakes L4150
1387,"Sussex, WI",False,
1388,"Vernon, WI",False,
1389,"Ottawa, WI",False,
1390,"Butler, WI",True,3451 Great Lakes L4150
1391,"Nashotah, WI",False,
1392,"North Prairie, WI",False,
1393,"Dousman, WI",False,
1394,"Wales, WI",False,
1395,"Big Bend, WI",False,
1396,"Troy, NY",False,
1397,"Brunswick, NY",False,
1398,"Rensselaer, NY",False,
1399,"Averill Park, NY",False,
1400,"Pittstown, NY",False,
1401,"Hoosick Falls, NY",False,
1402,"Hoosick, NY",False,
1403,"Stephentown, NY",False,
1404,"West Sand Lake, NY",False,
1405,"Valley Falls, NY",False,
1406,"Wynantskill, NY",False,
1407,"Petersburg, NY",False,
1408,"Hampton Manor, NY",False,
1409,"Sierra Vista, AZ",False,
1410,"Douglas, AZ",False,
1411,"Benson, AZ",False,
1412,"Hereford, AZ",False,
1413,"Willcox, AZ",False,
1414,"Bisbee, AZ",False,
1415,"Huachuca City, AZ",False,
1416,"Pearce, AZ",False,
1417,"Tombstone, AZ",False,
1418,"Saint David, AZ",False,
1419,"Oregon City, OR",False,
1420,"Lake Oswego, OR",False,
1421,"West Linn, OR",False,
1422,"Happy Valley, OR",False,
1423,"Milwaukie, OR",False,
1424,"Wilsonville, OR",False,
1425,"Canby, OR",False,
1426,"Sandy, OR",False,
1427,"Oak Grove, OR",False,
1428,"Molalla, OR",False,
1429,"Estacada, OR",False,
1430,"Gladstone, OR",False,
1431,"Damascus, OR",False,
1432,"Jennings Lodge, OR",False,
1433,"Boring, OR",False,
1434,"Clackamas, OR",False,
1435,"Eagle Creek, OR",False,
1436,"Mulino, OR",False,
1437,"Rhododendron, OR",False,
1438,"Welches, OR",False,
1439,"Colton, OR",False,
1440,"Oshkosh, WI",False,
1441,"Algoma, WI",True,3708 Great Lakes L4150
1442,"Algoma, WI",True,3708 Great Lakes L4150
1443,"Algoma, WI",True,3708 Great Lakes L4150
1444,"Algoma, WI",True,3708 Great Lakes L4150
1445,"Omro, WI",False,
1446,"Clayton, WI",False,
1447,"Larsen, WI",False,
1448,"Utica, WI",False,
1449,"Black Wolf, WI",False,
1450,"Middletown, CT",False,
1451,"Cromwell, CT",False,
1452,"Old Saybrook, CT",True,749 Atlantic L4150
1453,"East Haddam, CT",False,
1454,"Essex, CT",True,749 Atlantic L4150
1455,"Westbrook, CT",True,749 Atlantic L4150
1456,"Deep River, CT",True,749 Atlantic L4150
1457,"Killingworth, CT",True,749 Atlantic L4150
1458,"Chester, CT",True,749 Atlantic L4150
1459,"Higganum, CT",False,
1460,"Middlefield, CT",False,
1461,"Haddam, CT",False,
1462,"El Centro, CA",False,
1463,"Calexico, CA",False,
1464,"Brawley, CA",False,
1465,"Imperial, CA",False,
1466,"Holtville, CA",False,
1467,"Heber, CA",False,
1468,"Sebring, FL",False,
1469,"Avon Park, FL",False,
1470,"Lake Placid, FL",False,
1471,"Lorida, FL",False,
1472,"Lima, WI",False,
1473,"Kohler, WI",True,3697 Great Lakes L4150
1474,"Greenbush, WI",False,
1475,"Wilson, WI",False,
1476,"Wilson, WI",False,
1477,"Holland, WI",False,
1478,"Holland, WI",False,
1479,"Rhine, WI",False,
1480,"Howards Grove, WI",True,3711 Great Lakes L4150
1481,"Random Lake, WI",True,3697 Great Lakes L4150
1482,"Elkhart Lake, WI",False,
1483,"Cedar Grove, WI",True,3697 Great Lakes L4150
1484,"Oostburg, WI",True,3697 Great Lakes L4150
1485,"Mount Vernon, WA",True,1995 Pacific L4150
1486,"Anacortes, WA",True,1824 Pacific L4150
1487,"Burlington, WA",True,3201 Pacific L4150
1488,"Sedro-Woolley, WA",False,
1489,"La Conner, WA",True,3213 Pacific L4150
1490,"Bow, WA",True,3201 Pacific L4150
1491,"Howell, MI",False,
1492,"Brighton, MI",False,
1493,"Pinckney, MI",False,
1494,"Fowlerville, MI",False,
1495,"Gregory, MI",False,
1496,"Hartland, MI",False,
1497,"Atlantic City, NJ",True,1046 Atlantic L4150
1498,"Pleasantville, NJ",True,1046 Atlantic L4150
1499,"Hammonton, NJ",False,
1500,"Somers Point, NJ",True,1046 Atlantic L4150
1501,"Ventnor City, NJ",True,1046 Atlantic L4150
1502,"Northfield, NJ",True,1046 Atlantic L4150
1503,"Absecon, NJ",True,1046 Atlantic L4150
1504,"Brigantine, NJ",True,1046 Atlantic L4150
1505,"Linwood, NJ",True,1046 Atlantic L4150
1506,"Pomona, NJ",False,
1507,"Margate City, NJ",True,1046 Atlantic L4150
1508,"Buena, NJ",False,
1509,"Egg Harbor City, NJ",False,
1510,"Estell Manor, NJ",False,
1511,"Folsom, NJ",False,
1512,"Longport, NJ",True,1046 Atlantic L4150
1513,"Port Republic, NJ",True,1046 Atlantic L4150
1514,"Collings Lakes, NJ",False,
1515,"Mays Landing, NJ",False,
1516,"Hilo, HI",True,1769 Pacific L4150
1517,"Pahoa, HI",True,1769 Pacific L4150
1518,"Keaau, HI",True,1769 Pacific L4150
1519,"Captain Cook, HI",True,1769 Pacific L4150
1520,"Honokaa, HI",True,1769 Pacific L4150
1521,"Waimea, HI",True,1717 Pacific L4150
1522,"Waimea, HI",True,1717 Pacific L4150
1523,"Waimea, HI",True,1717 Pacific L4150
1524,"Waimea, HI",True,1717 Pacific L4150
1525,"Waikoloa, HI",True,1769 Pacific L4150
1526,"Mountain View, HI",False,
1527,"Kealakekua, HI",True,1769 Pacific L4150
1528,"Naalehu, HI",True,1769 Pacific L4150
1529,"Holualoa, HI",True,1769 Pacific L4150
1530,"Puako, HI",True,1769 Pacific L4150
1531,"Pepeekeo, HI",True,1769 Pacific L4150
1532,"Kapaau, HI",True,1769 Pacific L4150
1533,"Volcano, HI",False,
1534,"Pittsfield, MA",False,
1535,"North Adams, MA",False,
1536,"Dalton, MA",False,
1537,"Cheshire, MA",False,
1538,"Hinsdale, MA",False,
1539,"Stockbridge, MA",False,
1540,"Becket, MA",False,
1541,"New Marlborough, MA",False,
1542,"Richmond, MA",False,
1543,"Otis, MA",False,
1544,"Sheffield, MA",False,
1545,"West Stockbridge, MA",False,
1546,"Sandisfield, MA",False,
1547,"Hancock, MA",False,
1548,"Monterey, MA",False,
1549,"Roseburg, OR",False,
1550,"Myrtle Creek, OR",False,
1551,"Sutherlin, OR",False,
1552,"Reedsport, OR",True,3392 Pacific L4150
1553,"Winston, OR",False,
1554,"Oakland, OR",False,
1555,"Canyonville, OR",False,
1556,"Yoncalla, OR",False,
1557,"Riddle, OR",False,
1558,"Glide, OR",False,
1559,"Drain, OR",False,
1560,"Glendale, OR",False,
1561,"Winchester, OR",False,
1562,"Granbury, TX",False,
1563,"Patchogue, NY",True,1087 Atlantic L4150
1564,"Lindenhurst, NY",True,1087 Atlantic L4150
1565,"West Babylon, NY",True,1087 Atlantic L4150
1566,"Ronkonkoma, NY",True,1087 Atlantic L4150
1567,"Commack, NY",True,1087 Atlantic L4150
1568,"Centereach, NY",True,1087 Atlantic L4150
1569,"East Northport, NY",True,1087 Atlantic L4150
1570,"Amityville, NY",True,1087 Atlantic L4150
1571,"Dix Hills, NY",True,1087 Atlantic L4150
1572,"Deer Park, NY",True,1087 Atlantic L4150
1573,"Smithtown, NY",True,1087 Atlantic L4150
1574,"Stony Brook, NY",True,1087 Atlantic L4150
1575,"Medford, NY",True,1087 Atlantic L4150
1576,"Port Jefferson Station, NY",True,1087 Atlantic L4150
1577,"Shirley, NY",True,1087 Atlantic L4150
1578,"Melville, NY",True,1087 Atlantic L4150
1579,"Copiague, NY",True,1087 Atlantic L4150
1580,"Selden, NY",True,1087 Atlantic L4150
1581,"Coram, NY",True,1087 Atlantic L4150
1582,"Kings Park, NY",True,1087 Atlantic L4150
1583,"North Babylon, NY",True,1087 Atlantic L4150
1584,"Farmingville, NY",True,1087 Atlantic L4150
1585,"Mastic, NY",True,1087 Atlantic L4150
1586,"Wyandanch, NY",True,1087 Atlantic L4150
1587,"Huntington, NY",True,1087 Atlantic L4150
1588,"Manorville, NY",True,1087 Atlantic L4150
1589,"Saint James, NY",True,1087 Atlantic L4150
1590,"Mastic Beach, NY",True,1087 Atlantic L4150
1591,"Babylon, NY",True,1087 Atlantic L4150
1592,"East Hampton, NY",True,873 Atlantic L4150
1593,"Holtsville, NY",True,1087 Atlantic L4150
1594,"Islip, NY",True,1087 Atlantic L4150
1595,"Middle Island, NY",True,1087 Atlantic L4150
1596,"Lake Grove, NY",True,1087 Atlantic L4150
1597,"Rocky Point, NY",True,1087 Atlantic L4150
1598,"Nesconset, NY",True,1087 Atlantic L4150
1599,"Ridge, NY",True,1087 Atlantic L4150
1600,"Mount Sinai, NY",True,1087 Atlantic L4150
1601,"South Huntington, NY",True,1087 Atlantic L4150
1602,"Miller Place, NY",True,1087 Atlantic L4150
1603,"Hampton Bays, NY",True,1087 Atlantic L4150
1604,"Bellport, NY",True,1087 Atlantic L4150
1605,"Fort Salonga, NY",True,1087 Atlantic L4150
1606,"Port Jefferson, NY",True,1087 Atlantic L4150
1607,"Northport, NY",True,1087 Atlantic L4150
1608,"Sound Beach, NY",True,1087 Atlantic L4150
1609,"Center Moriches, NY",True,1087 Atlantic L4150
1610,"Shoreham, NY",True,1087 Atlantic L4150
1611,"East Moriches, NY",True,1087 Atlantic L4150
1612,"East Quogue, NY",True,1087 Atlantic L4150
1613,"Yaphank, NY",True,1087 Atlantic L4150
1614,"Calverton, NY",True,1087 Atlantic L4150
1615,"Wading River, NY",True,1087 Atlantic L4150
1616,"Southold, NY",True,1087 Atlantic L4150
1617,"Centerport, NY",True,1087 Atlantic L4150
1618,"Moriches, NY",True,1087 Atlantic L4150
1619,"Cutchogue, NY",True,1087 Atlantic L4150
1620,"Montauk, NY",True,873 Atlantic L4150
1621,"Eastport, NY",True,1087 Atlantic L4150
1622,"Mattituck, NY",True,1087 Atlantic L4150
1623,"Greenport, NY",True,1087 Atlantic L4150
1624,"Greenport, NY",True,1087 Atlantic L4150
1625,"Greenport, NY",True,1087 Atlantic L4150
1626,"Greenport, NY",True,1087 Atlantic L4150
1627,"Brookhaven, NY",True,1087 Atlantic L4150
1628,"Cold Spring Harbor, NY",True,1087 Atlantic L4150
1629,"Westhampton Beach, NY",True,1087 Atlantic L4150
1630,"Westhampton, NY",True,1087 Atlantic L4150
1631,"Eatons Neck, NY",True,1087 Atlantic L4150
1632,"Head of the Harbor, NY",True,1087 Atlantic L4150
1633,"Nissequogue, NY",True,1087 Atlantic L4150
1634,"Water Mill, NY",True,1087 Atlantic L4150
1635,"North Haven, NY",True,1087 Atlantic L4150
1636,"Laurel, NY",True,1087 Atlantic L4150
1637,"East Marion, NY",True,1087 Atlantic L4150
1638,"Bridgehampton, NY",True,1087 Atlantic L4150
1639,"Orient, NY",True,1087 Atlantic L4150
1640,"Clifton Park, NY",False,
1641,"Saratoga Springs, NY",False,
1642,"Malta, NY",False,
1643,"Wilton, NY",False,
1644,"Halfmoon, NY",False,
1645,"Greenfield Center, NY",False,
1646,"Ballston Spa, NY",False,
1647,"Mechanicville, NY",False,
1648,"Northumberland, NY",False,
1649,"Charlton, NY",False,
1650,"South Glens Falls, NY",False,
1651,"Edinburg, NY",False,
1652,"Country Knolls, NY",False,
1653,"Okeechobee, FL",False,
1654,"Sherman, TX",False,
1655,"Denison, TX",False,
1656,"Pottsboro, TX",False,
1657,"Van Alstyne, TX",False,
1658,"Bells, TX",False,
1659,"Collinsville, TX",False,
1660,"Whitesboro, TX",False,
1661,"Howe, TX",False,
1662,"Sadler, TX",False,
1663,"Tioga, TX",False,
1664,"Crestview, FL",False,
1665,"Niceville, FL",True,4212 Gulf L4150
1666,"Wright, FL",True,4212 Gulf L4150
1667,"Destin, FL",True,4212 Gulf L4150
1668,"Fort Walton Beach, FL",True,4212 Gulf L4150
1669,"Mary Esther, FL",True,4198 Gulf L4150
1670,"Shalimar, FL",True,4212 Gulf L4150
1671,"Holt, FL",False,
1672,"Baker, FL",False,
1673,"Ocean City, FL",True,4212 Gulf L4150
1674,"Valparaiso, FL",True,4212 Gulf L4150
1675,"Wilkes-Barre, PA",False,
1676,"Hazleton, PA",False,
1677,"Mountain Top, PA",False,
1678,"Back Mountain, PA",False,
1679,"Kingston, PA",False,
1680,"Nanticoke, PA",False,
1681,"Plains, PA",False,
1682,"Swoyersville, PA",False,
1683,"Edwardsville, PA",False,
1684,"Larksville, PA",False,
1685,"West Pittston, PA",False,
1686,"Duryea, PA",False,
1687,"Forty Fort, PA",False,
1688,"Freeland, PA",False,
1689,"Wyoming, PA",False,
1690,"Luzerne, PA",False,
1691,"West Wyoming, PA",False,
1692,"Dallas, PA",False,
1693,"Harveys Lake, PA",False,
1694,"Hunlock, PA",False,
1695,"Ashley, PA",False,
1696,"Dupont, PA",False,
1697,"Avoca, PA",False,
1698,"Glen Lyon, PA",False,
1699,"Laflin, PA",False,
1700,"Hughestown, PA",False,
1701,"White Haven, PA",False,
1702,"Norwich, CT",False,
1703,"New London, CT",True,869 Atlantic L4150
1704,"Pawcatuck, CT",True,869 Atlantic L4150
1705,"Old Lyme, CT",True,749 Atlantic L4150
1706,"Lebanon, CT",False,
1707,"Niantic, CT",True,869 Atlantic L4150
1708,"North Stonington, CT",True,1008 Atlantic L4150
1709,"Salem, CT",False,
1710,"Long Hill, CT",True,1058 Atlantic L4150
1711,"Mystic, CT",True,869 Atlantic L4150
1712,"Old Mystic, CT",True,869 Atlantic L4150
1713,"Voluntown, CT",False,
1714,"Franklin, CT",False,
1715,"Noank, CT",True,869 Atlantic L4150
1716,"Groton Long Point, CT",True,869 Atlantic L4150
1717,"Eureka, CA",True,1998 Pacific L4150
1718,"Arcata, CA",True,1998 Pacific L4150
1719,"McKinleyville, CA",True,1908 Pacific L4150
1720,"Fortuna, CA",True,1998 Pacific L4150
1721,"Rio Dell, CA",False,
1722,"Trinidad, CA",True,1914 Pacific L4150
1723,"Ferndale, CA",True,1998 Pacific L4150
1724,"Elkton, MD",True,670 Atlantic L4150
1725,"North East, MD",True,670 Atlantic L4150
1726,"Rising Sun, MD",False,
1727,"Port Deposit, MD",True,670 Atlantic L4150
1728,"Perryville, MD",True,670 Atlantic L4150
1729,"Conowingo, MD",False,
1730,"Chesapeake City, MD",True,670 Atlantic L4150
1731,"Colora, MD",True,670 Atlantic L4150
1732,"Earleville, MD",True,670 Atlantic L4150
1733,"Warwick, MD",False,
1734,"Idaho Falls, ID",False,
1735,"Ammon, ID",False,
1736,"State College, PA",False,
1737,"Park Forest Village, PA",False,
1738,"Bellefonte, PA",False,
1739,"Zion, PA",False,
1740,"Philipsburg, PA",False,
1741,"Boalsburg, PA",False,
1742,"Pleasant Gap, PA",False,
1743,"Houserville, PA",False,
1744,"Stormstown, PA",False,
1745,"Grass Valley, CA",False,
1746,"Truckee, CA",False,
1747,"Nevada City, CA",False,
1748,"Penn Valley, CA",False,
1749,"Rough and Ready, CA",False,
1750,"Kalispell, MT",False,
1751,"Whitefish, MT",False,
1752,"Columbia Falls, MT",False,
1753,"Bigfork, MT",False,
1754,"Amherst, MA",False,
1755,"South Hadley, MA",False,
1756,"Easthampton, MA",False,
1757,"Northampton, MA",False,
1758,"Southampton, MA",False,
1759,"Hadley, MA",False,
1760,"Williamsburg, MA",False,
1761,"Huntington, MA",False,
1762,"Westhampton, MA",False,
1763,"Pelham, MA",False,
1764,"Goshen, MA",False,
1765,"Chesterfield, MA",False,
1766,"Naples, FL",True,4148 Gulf L4150
1767,"Golden Gate, FL",True,4148 Gulf L4150
1768,"Immokalee, FL",False,
1769,"Lely Resort, FL",True,4148 Gulf L4150
1770,"Lely, FL",True,4148 Gulf L4150
1771,"Orangetree, FL",False,
1772,"Vineyards, FL",True,4148 Gulf L4150
1773,"Moses Lake, WA",False,
1774,"Quincy, WA",False,
1775,"Ephrata, WA",False,
1776,"Royal City, WA",False,
1777,"Warden, WA",False,
1778,"Grand Coulee, WA",False,
1779,"Coulee City, WA",False,
1780,"Electric City, WA",False,
1781,"Manitowoc, WI",True,3711 Great Lakes L4150
1782,"Two Rivers, WI",True,3711 Great Lakes L4150
1783,"Mishicot, WI",True,3711 Great Lakes L4150
1784,"Whitelaw, WI",True,3711 Great Lakes L4150
1785,"Newton, WI",True,3711 Great Lakes L4150
1786,"Valders, WI",False,
1787,"Kiel, WI",False,
1788,"Cleveland, WI",True,3711 Great Lakes L4150
1789,"Reedsville, WI",False,
1790,"Maribel, WI",False,
1791,"Lenoir, NC",False,
1792,"Sawmills, NC",False,
1793,"Gamewell, NC",False,
1794,"Hudson, NC",False,
1795,"Cajahs Mountain, NC",False,
1796,"Collettsville, NC",False,
1797,"Northlakes, NC",False,
1798,"Wenatchee, WA",False,
1799,"Cashmere, WA",False,
1800,"Leavenworth, WA",False,
1801,"Manson, WA",False,
1802,"Entiat, WA",False,
1803,"Malaga, WA",False,
1804,"Peshastin, WA",False,
1805,"Torrington, CT",False,
1806,"Watertown, CT",False,
1807,"Woodbury, CT",False,
1808,"Winsted, CT",False,
1809,"Harwinton, CT",False,
1810,"New Hartford, CT",False,
1811,"Thomaston, CT",False,
1812,"Canaan, CT",False,
1813,"Bethlehem, CT",False,
1814,"Barkhamsted, CT",False,
1815,"Goshen, CT",False,
1816,"Morris, CT",False,
1817,"Roxbury, CT",False,
1818,"Sharon, CT",False,
1819,"Bridgewater, CT",False,
1820,"Salisbury, CT",False,
1821,"Norfolk, CT",False,
1822,"Warren, CT",False,
1823,"Kent, CT",False,
1824,"Washington, CT",False,
1825,"Plymouth, CT",False,
1826,"New Preston, CT",False,
1827,"Colebrook, CT",False,
1828,"Bluffton, SC",True,149 Atlantic L4150
1829,"Hilton Head Island, SC",True,149 Atlantic L4150
1830,"Okatie, SC",False,
1831,"Burton, SC",True,132 Atlantic L4150
1832,"Laurel Bay, SC",True,132 Atlantic L4150
1833,"Port Royal, SC",True,130 Atlantic L4150
1834,"Shell Point, SC",True,149 Atlantic L4150
1835,"Seabrook, SC",True,1069 Atlantic L4150
1836,"Fond du Lac, WI",False,
1837,"Waupun, WI",False,
1838,"Eden, WI",False,
1839,"Malone, WI",False,
1840,"Ripon, WI",False,
1841,"North Fond du Lac, WI",False,
1842,"Oakfield, WI",False,
1843,"Saint Cloud, WI",False,
1844,"Eldorado, WI",False,
1845,"Mount Calvary, WI",False,
1846,"Rosendale, WI",False,
1847,"Campbellsport, WI",False,
1848,"Niles, MI",False,
1849,"Saint Joseph, MI",True,3705 Great Lakes L4150
1850,"Fair Plain, MI",True,3705 Great Lakes L4150
1851,"Watervliet, MI",True,3705 Great Lakes L4150
1852,"Eau Claire, MI",False,
1853,"Buchanan, MI",False,
1854,"Berrien Center, MI",False,
1855,"Berrien Springs, MI",False,
1856,"Bridgman, MI",True,3705 Great Lakes L4150
1857,"Hot Springs, AR",False,
1858,"Piney, AR",False,
1859,"Royal, AR",False,
1860,"Rockwell, AR",False,
1861,"Pearcy, AR",False,
1862,"Lake Hamilton, AR",False,
1863,"Oxford, MS",False,
1864,"Galesburg, IL",False,
1865,"Knoxville, IL",False,
1866,"Dahinda, IL",False,
1867,"Jackson, MI",False,
1868,"Brooklyn, MI",False,
1869,"Springport, MI",False,
1870,"Spring Arbor, MI",False,
1871,"Concord, MI",False,
1872,"Rives Junction, MI",False,
1873,"Clarklake, MI",False,
1874,"Michigan Center, MI",False,
1875,"Vandercook Lake, MI",False,
1876,"Pleasant Lake, MI",False,
1877,"Horton, MI",False,
1878,"Hanover, MI",False,
1879,"Munith, MI",False,
1880,"Lewiston, ID",False,
1881,"Oak Harbor, WA",True,3213 Pacific L4150
1882,"Coupeville, WA",True,2029 Pacific L4150
1883,"Clinton, WA",True,2029 Pacific L4150
1884,"Langley, WA",True,3240 Pacific L4150
1885,"Greenbank, WA",True,3240 Pacific L4150
1886,"Freeland, WA",True,3240 Pacific L4150
1887,"Elizabethton, TN",False,
1888,"Roan Mountain, TN",False,
1889,"Hampton, TN",False,
1890,"Watauga, TN",False,
1891,"Richfield, WI",False,
1892,"Trenton, WI",False,
1893,"Barton, WI",False,
1894,"Farmington, WI",False,
1895,"Slinger, WI",False,
1896,"Addison, WI",False,
1897,"Wayne, WI",False,
1898,"Coolbaugh, PA",False,
1899,"East Stroudsburg, PA",False,
1900,"Jackson, PA",False,
1901,"Arlington Heights, PA",False,
1902,"Stroudsburg, PA",False,
1903,"Mount Pocono, PA",False,
1904,"Pocono Lake, PA",False,
1905,"Brodheadsville, PA",False,
1906,"Pocono Pines, PA",False,
1907,"Mountainhome, PA",False,
1908,"Jamestown, NY",False,
1909,"Hanover, NY",False,
1910,"Busti, NY",False,
1911,"Sheridan, NY",True,3682 Great Lakes L4150
1912,"Poland, NY",False,
1913,"Falconer, NY",False,
1914,"Lakewood, NY",False,
1915,"French Creek, NY",False,
1916,"Kiantone, NY",False,
1917,"Mina, NY",False,
1918,"Silver Creek, NY",True,3682 Great Lakes L4150
1919,"Frewsburg, NY",False,
1920,"Mayville, NY",True,3682 Great Lakes L4150
1921,"Shelton, WA",False,
1922,"Belfair, WA",False,
1923,"Allyn, WA",False,
1924,"Tahuya, WA",False,
1925,"Union, WA",False,
1926,"Grapeview, WA",False,
1927,"Lilliwaup, WA",False,
1928,"Hoodsport, WA",False,
1929,"El Dorado Hills, CA",False,
1930,"South Lake Tahoe, CA",False,
1931,"Shingle Springs, CA",False,
1932,"Placerville, CA",False,
1933,"Pollock Pines, CA",False,
1934,"Diamond Springs, CA",False,
1935,"El Dorado, CA",False,
1936,"Camino, CA",False,
1937,"Georgetown, CA",False,
1938,"Tahoma, CA",False,
1939,"Champion, NY",False,
1940,"Carthage, NY",False,
1941,"Henderson, NY",True,3757 Great Lakes L4150
1942,"Orleans, NY",False,
1943,"West Carthage, NY",False,
1944,"Sackets Harbor, NY",True,3760 Great Lakes L4150
1945,"Dexter, NY",True,3759 Great Lakes L4150
1946,"Montrose, CO",False,
1947,"Olathe, CO",False,
1948,"Greenville, TX",False,
1949,"Commerce, TX",False,
1950,"Lone Oak, TX",False,
1951,"Wolfe City, TX",False,
1952,"West Tawakoni, TX",False,
1953,"Panama City, FL",True,4130 Gulf L4150
1954,"Lynn Haven, FL",True,4130 Gulf L4150
1955,"Panama City Beach, FL",True,4130 Gulf L4150
1956,"Callaway, FL",True,4130 Gulf L4150
1957,"Springfield, FL",True,4130 Gulf L4150
1958,"Parker, FL",True,4130 Gulf L4150
1959,"Youngstown, FL",False,
1960,"Fountain, FL",False,
1961,"Wailuku, HI",True,1971 Pacific L4150
1962,"Kahului, HI",True,1971 Pacific L4150
1963,"Kihei, HI",True,1755 Pacific L4150
1964,"Lahaina, HI",True,1755 Pacific L4150
1965,"Makawao, HI",True,1755 Pacific L4150
1966,"Haiku, HI",True,1755 Pacific L4150
1967,"Hana, HI",True,1755 Pacific L4150
1968,"Paia, HI",True,1755 Pacific L4150
1969,"Watertown, WI",False,
1970,"Jefferson, WI",False,
1971,"Lake Mills, WI",False,
1972,"Fort Atkinson, WI",False,
1973,"Waterloo, WI",False,
1974,"Palmyra, WI",False,
1975,"Lake Koshkonong, WI",False,
1976,"Helenville, WI",False,
1977,"Johnson Creek, WI",False,
1978,"Sullivan, WI",False,
1979,"Ixonia, WI",False,
1980,"Lake Ripley, WI",False,
1981,"Durango, CO",False,
1982,"Bayfield, CO",False,
1983,"Ignacio, CO",False,
1984,"Hesperus, CO",False,
1985,"Nacogdoches, TX",False,
1986,"Beeville, TX",False,
1987,"Inverness, FL",False,
1988,"Homosassa, FL",True,4126 Gulf L4150
1989,"Hernando, FL",False,
1990,"Crystal River, FL",True,4128 Gulf L4150
1991,"Floral City, FL",False,
1992,"Beverly Hills, FL",False,
1993,"Lecanto, FL",False,
1994,"Ellington, CT",False,
1995,"Tolland, CT",False,
1996,"Coventry, CT",False,
1997,"Somers, CT",False,
1998,"Columbia, CT",False,
1999,"Hebron, CT",False,
2000,"Bolton, CT",False,
2001,"Stafford Springs, CT",False,
2002,"Andover, CT",False,
2003,"South Coventry, CT",False,
2004,"Wetumpka, AL",False,
2005,"Millbrook, AL",False,
2006,"Deatsville, AL",False,
2007,"Elmore, AL",False,
2008,"Titus, AL",False,
2009,"Hermiston, OR",False,
2010,"Pendleton, OR",False,
2011,"Umatilla, OR",False,
2012,"Stanfield, OR",False,
2013,"Pilot Rock, OR",False,
2014,"Weston, OR",False,
2015,"Ukiah, CA",False,
2016,"Willits, CA",False,
2017,"Fort Bragg, CA",True,2721 Pacific L4150
2018,"Redwood Valley, CA",False,
2019,"Mendocino, CA",True,2723 Pacific L4150
2020,"Gualala, CA",True,2882 Pacific L4150
2021,"Auburn, NY",False,
2022,"Sennett, NY",False,
2023,"Fleming, NY",False,
2024,"Ira, NY",False,
2025,"Melrose Park, NY",False,
2026,"Throop, NY",False,
2027,"Genoa, NY",False,
2028,"Sterling, NY",True,3692 Great Lakes L4150
2029,"Owasco, NY",False,
2030,"Conquest, NY",False,
2031,"Fair Haven, NY",True,3692 Great Lakes L4150
2032,"Weedsport, NY",False,
2033,"Lufkin, TX",False,
2034,"Huntington, TX",False,
2035,"Hudson, TX",False,
2036,"Live Oak, FL",False,
2037,"Branford, FL",False,
2038,"Eustis, FL",False,
2039,"Mount Dora, FL",False,
2040,"Tavares, FL",False,
2041,"Lady Lake, FL",False,
2042,"Fruitland Park, FL",False,
2043,"Sorrento, FL",False,
2044,"Clermont, FL",False,
2045,"Leesburg, FL",False,
2046,"Umatilla, FL",False,
2047,"Howey in the Hills, FL",False,
2048,"Grand Island, FL",False,
2049,"Montverde, FL",False,
2050,"Astatula, FL",False,
2051,"Yalaha, FL",False,
2052,"Altoona, FL",False,
2053,"Silver Lake, FL",False,
2054,"Groveland, FL",False,
2055,"Mascotte, FL",False,
2056,"Fairhope, AL",True,4169 Gulf L4150
2057,"Daphne, AL",True,4150 Gulf L4150
2058,"Foley, AL",True,4169 Gulf L4150
2059,"Bay Minette, AL",False,
2060,"Robertsdale, AL",False,
2061,"Gulf Shores, AL",True,4169 Gulf L4150
2062,"Loxley, AL",True,4169 Gulf L4150
2063,"Spanish Fort, AL",True,4150 Gulf L4150
2064,"Silverhill, AL",True,4169 Gulf L4150
2065,"Orange Beach, AL",True,4205 Gulf L4150
2066,"Summerdale, AL",False,
2067,"Lillian, AL",True,4205 Gulf L4150
2068,"Elberta, AL",True,4169 Gulf L4150
2069,"Perdido, AL",False,
2070,"Stapleton, AL",False,
2071,"Seminole, AL",False,
2072,"Albertville, AL",False,
2073,"Arab, AL",False,
2074,"Guntersville, AL",False,
2075,"Boaz, AL",False,
2076,"Union Grove, AL",False,
2077,"Grant, AL",False,
2078,"Dayton, TX",False,
2079,"Cleveland, TX",False,
2080,"Liberty, TX",False,
2081,"Fernandina Beach, FL",True,980 Atlantic L4150
2082,"Callahan, FL",False,
2083,"Yulee, FL",True,980 Atlantic L4150
2084,"Hilliard, FL",False,
2085,"Ithaca, NY",False,
2086,"Danby, NY",False,
2087,"Newfield, NY",False,
2088,"Enfield, NY",False,
2089,"Caroline, NY",False,
2090,"Trumansburg, NY",False,
2091,"Palm City, FL",True,677 Atlantic L4150
2092,"Stuart, FL",True,677 Atlantic L4150
2093,"Hobe Sound, FL",True,162 Atlantic L4150
2094,"Jensen Beach, FL",True,677 Atlantic L4150
2095,"Port Salerno, FL",True,677 Atlantic L4150
2096,"North River Shores, FL",True,677 Atlantic L4150
